from,to,cost
400017,401327,0.5786611532719543
400017,401388,0.6067437037332394
400017,401391,0.2167150517069103
400017,401400,0.6047272059317839
400017,401403,0.21486148320137985
400017,401440,0.23928926779688786
400017,401457,0.5519052912790108
400017,401495,0.5565011178170348
400017,401541,0.15872656781052927
400017,401555,0.5564385260083131
400017,401560,0.23377383609403474
400017,401567,0.5518769456538258
400017,401597,0.5522052885424296
400017,401606,0.5521871892671534
400017,401611,0.5860192758012054
400017,401655,0.24096591519319555
400017,401808,0.2482719709122484
400017,401809,0.2501788216920577
400017,401810,0.38769873015537004
400017,401811,0.3894372252434007
400017,401816,0.17475602405119475
400017,401817,0.17419225851031883
400017,401845,0.1624981470668771
400017,401846,0.1631236430761524
400017,401890,0.19454667055387173
400017,401891,0.19591816225243178
400017,401906,0.20742917615453121
400017,401908,0.2061589667136645
400017,401942,0.46262741201199065
400017,401943,0.46427399685884596
400017,401957,0.5525899851318492
400017,401958,0.5522342906956164
400017,401994,0.10710295764622452
400017,402056,0.4058888286023877
400017,402057,0.3558828403670863
400017,402058,0.3509850057937606
400017,402059,0.34877872023854617
400017,402067,0.47832290277949524
400017,402117,0.31015757363732094
400017,402118,0.3095189410228533
400017,402121,0.11916679427384329
400017,402281,0.10468804217148311
400017,402282,0.10483707165694149
400017,402359,0.21058818388676384
400017,402360,0.2120184997657116
400017,402361,0.20466084735738146
400017,402362,0.1647473022552926
400017,402363,0.1658074830102834
400017,402364,0.17554323478298015
400017,402365,0.17686148411492764
400017,403225,0.29920670136379934
400017,403265,0.30179633485709323
400017,403329,0.9647673521579846
400017,403401,0.3216361563304047
400017,403402,0.32005056093798545
400017,403404,0.34104542508768526
400017,403406,0.38517606189661885
400017,403409,0.4261430073287396
400017,403412,0.4631731799104581
400017,403414,0.5784607181843409
400017,403419,0.581201553091232
400017,404370,0.795474414475854
400017,404434,0.8864515550945302
400017,404435,0.2157322799977811
400017,404444,0.8862353105571594
400017,404451,0.5574679348254767
400017,404452,0.5512500213615179
400017,404453,0.4994548235452628
400017,404461,0.4997529621558775
400017,404462,0.5574802442814527
400017,404521,0.12265014856561335
400017,404640,0.19264564541028792
400017,404753,0.18731201391849703
400017,404759,0.1830704006428315
400017,405613,0.5474357681109826
400017,405619,0.551188484492078
400017,405701,0.5853459529771893
400017,407165,0.1651108213538362
400017,407172,0.18190776958099275
400017,407173,0.17977757863867677
400017,407176,0.10708067978475451
400017,407177,0.10413426391673075
400017,407194,0.16499456484932717
400017,407202,0.10392078693799332
400017,407321,0.17042601688493134
400017,407331,0.16020010685835512
400017,407337,0.1028864041296417
400017,407339,0.10797848885142346
400017,407341,0.1279935897031428
400017,407344,0.1845143858206278
400017,407364,0.10763659757756006
400017,407370,0.17021254617523873
400017,407372,0.1274933171559949
400017,407373,0.14940867000713745
400017,407710,0.5990727397580933
400017,407711,0.6037261361755983
400017,408907,0.5585256841733978
400017,408911,0.5273238719332796
400017,409524,0.29129682899211645
400017,409525,0.21498316704883727
400017,409526,0.1948931673660436
400017,409528,0.21548795031362236
400017,409529,0.19522473358503964
400017,413877,0.4765858939131238
400017,413878,0.413932195077314
400017,414284,0.45433757268464886
400017,414694,0.5762041937432403
400030,400001,0.9946572861339328
400030,400017,0.2226883426763388
400030,400030,1.0
400030,400040,0.5510127751893703
400030,400045,0.9962572458823881
400030,400052,0.24789779078651458
400030,400057,0.8717534962394291
400030,400059,0.23258135518632933
400030,400065,0.8132268410915001
400030,400069,0.6181062335024395
400030,400073,0.22440929815292004
400030,400084,0.37529094273434915
400030,400085,0.24572094910073233
400030,400088,0.6775143663229922
400030,400096,0.46349760366033693
400030,400097,0.19401164954938926
400030,400100,0.5550290049736583
400030,400104,0.5297042063174799
400030,400109,0.9758053504131432
400030,400122,0.9916021537619855
400030,400147,0.9363677392556826
400030,400148,0.23310796206123843
400030,400158,0.5791238846516898
400030,400160,0.8360284394519273
400030,400168,0.474481967698949
400030,400172,0.884769103662111
400030,400178,0.3756035778323728
400030,400185,0.18867739277239545
400030,400201,0.49960977597659356
400030,400206,0.73897986527148
400030,400209,0.16928265471321963
400030,400213,0.21849510052480603
400030,400221,0.5450283993825921
400030,400222,0.1979749681396076
400030,400227,0.8624976004576456
400030,400236,0.8538965592973283
400030,400238,0.6939073368569746
400030,400240,0.2383595148290455
400030,400246,0.6013846343184203
400030,400253,0.9408977038148396
400030,400257,0.5191466522283703
400030,400258,0.7484723374828485
400030,400268,0.22167215989690187
400030,400274,0.3835812597591236
400030,400278,0.301949449291659
400030,400280,0.26012821977948447
400030,400292,0.5706369275365367
400030,400296,0.5785677324304934
400030,400298,0.5401267061211446
400030,400330,0.2664576355458619
400030,400336,0.22507901898985852
400030,400343,0.977476966090704
400030,400353,0.6965473648028159
400030,400372,0.6440902567852413
400030,400394,0.9953886961701598
400030,400400,0.7822201742082188
400030,400414,0.5484342869441923
400030,400418,0.520228665307019
400030,400429,0.4578776254641983
400030,400435,0.1668689493362368
400030,400436,0.34206581182881757
400030,400440,0.8754394685913525
400030,400449,0.5285349979891831
400030,400457,0.374663344264868
400030,400461,0.24539553999619462
400030,400464,0.22197812147822715
400030,400479,0.9977486774751709
400030,400485,0.22270474233101314
400030,400499,0.3623318456608919
400030,400507,0.19488386434849117
400030,400508,0.970214172099997
400030,400514,0.8665064320473229
400030,400519,0.20995335237648696
400030,400528,0.11458181059634648
400030,400545,0.23008553735344167
400030,400560,0.4187114648382464
400030,400563,0.8548639423975454
400030,400567,0.5015463648223318
400030,400581,0.24488384933597304
400030,400582,0.1966322050731592
400030,400586,0.8692235884312984
400030,400637,0.2159000873761231
400030,400643,0.4800414815948356
400030,400648,0.18734558117360817
400030,400649,0.19536544611814685
400030,400654,0.5761640334136006
400030,400664,0.6404055165383685
400030,400665,0.7449041572126611
400030,400668,0.883140662324504
400030,400673,0.3687702974682639
400030,400677,0.17039882504307433
400030,400687,0.3670040259116338
400030,400688,0.22000513422023565
400030,400690,0.24563011068572846
400030,400700,0.22432250188852768
400030,400709,0.9284716009245911
400030,400713,0.22580174463555405
400030,400714,0.6745653414338901
400030,400715,0.22421755452706862
400030,400717,0.23161371242192874
400030,400723,0.8632011904299899
400030,400743,0.257747450914415
400030,400750,0.23423927478726214
400030,400760,0.9260686356572235
400030,400772,0.22400522780904578
400030,400790,0.4549446858651899
400030,400792,0.21985062632723065
400030,400794,0.4892730746509566
400030,400799,0.8250784140381713
400030,400804,0.7195179633814339
400030,400822,0.22139908590829752
400030,400823,0.2809658606139524
400030,400828,0.19352322851153053
400030,400832,0.21282795079586708
400030,400837,0.63931425446511
400030,400842,0.2607190439397027
400030,400863,0.97254342633225
400030,400873,0.5804047607683503
400030,400895,0.7493285058361727
400030,400904,0.36632559965354355
400030,400907,0.22048678390013532
400030,400911,0.9591497624399715
400030,400916,0.8141598025193851
400030,400922,0.9936221043395955
400030,400934,0.22116422011692202
400030,400951,0.7917676713205394
400030,400952,0.19570379579678235
400030,400953,0.8375074126211739
400030,400964,0.8783581039715287
400030,400965,0.9848189815967106
400030,400970,0.38852206129989164
400030,400971,0.9866243970816625
400030,400973,0.4656171842911297
400030,400995,0.7475204691397114
400030,400996,0.8516486432356019
400030,401014,0.5771408014017645
400030,401129,0.29231763971920915
400030,401154,0.2918580442759577
400030,401163,0.7840988288451082
400030,401167,0.7859224256463097
400030,401210,0.19447234787348175
400030,401224,0.1931273445981502
400030,401327,0.7833008158707455
400030,401351,0.22976274501323193
400030,401388,0.6787057020460265
400030,401391,0.7665810913075326
400030,401400,0.6802754417420975
400030,401403,0.7674405980987898
400030,401440,0.9989673379143269
400030,401457,0.39883701276597994
400030,401464,0.5818678192704475
400030,401489,0.5560288370024506
400030,401495,0.22144200165090266
400030,401534,0.10465907532606433
400030,401541,0.9828985083521832
400030,401555,0.2232199372039952
400030,401560,0.9995572878635215
400030,401567,0.3998651558883834
400030,401597,0.4761814010236281
400030,401606,0.4751145204515816
400030,401611,0.7492963134379569
400030,401655,0.7823776152843355
400030,401808,0.7856915617549021
400030,401809,0.784174175473318
400030,401810,0.8388279624856361
400030,401811,0.8368654425922372
400030,401816,0.9508902635612112
400030,401817,0.9504684570736934
400030,401845,0.14345866011406586
400030,401846,0.14332113118700948
400030,401890,0.7917912023748153
400030,401891,0.792929088865532
400030,401906,0.7134224368561572
400030,401908,0.7111166223151574
400030,401936,0.10527847201565983
400030,401942,0.843202065631221
400030,401943,0.8413588806864768
400030,401957,0.32107776236832025
400030,401958,0.3201744996156301
400030,401994,0.6301513963067223
400030,401996,0.3319045934495513
400030,401997,0.2721212683710543
400030,401998,0.1522536380155741
400030,402056,0.8855522664900184
400030,402057,0.9324612647093607
400030,402058,0.9364880798321409
400030,402059,0.9383517861117252
400030,402060,0.14981099789758814
400030,402061,0.14899544443611784
400030,402067,0.8355101366611917
400030,402117,0.9718528575410927
400030,402118,0.9722774577380553
400030,402119,0.6173134835006111
400030,402120,0.8191227177910755
400030,402121,0.9455569338456234
400030,402281,0.9231050281539492
400030,402282,0.9231797391471952
400030,402283,0.877513951395319
400030,402284,0.8777799355651977
400030,402285,0.8234862893754943
400030,402286,0.7626685811230576
400030,402287,0.7629890803842616
400030,402288,0.6372699471256877
400030,402289,0.6375583543816055
400030,402359,0.6498346646379873
400030,402360,0.6508788594916335
400030,402361,0.7242879891143229
400030,402362,0.9109331052069641
400030,402363,0.9114795328946664
400030,402364,0.9898581493064402
400030,402365,0.9903721676767216
400030,402366,0.5453828934823225
400030,402367,0.5456470359082021
400030,402368,0.40195430527628295
400030,402369,0.40226937642590743
400030,402370,0.346462679801213
400030,402371,0.32118723375504826
400030,402372,0.13423422744231567
400030,402373,0.13313220539170426
400030,403225,0.9798666334265838
400030,403265,0.9785093006041578
400030,403329,0.3309779120285532
400030,403401,0.8062450737661601
400030,403402,0.8074690928284383
400030,403404,0.819381399582686
400030,403406,0.8368049809518588
400030,403409,0.8421834739613556
400030,403412,0.8417001478520449
400030,403414,0.7819413046309724
400030,403419,0.7873656665891612
400030,404370,0.5628644242254983
400030,404434,0.21818386131480916
400030,404435,0.17236507908250487
400030,404444,0.2167325069883259
400030,404451,0.34110192764074887
400030,404452,0.4490061341236229
400030,404453,0.7021428889845815
400030,404461,0.7010784204794028
400030,404462,0.3413343488766698
400030,404521,0.7111726200683129
400030,404522,0.19144299624497135
400030,404553,0.34675248075031695
400030,404554,0.19157767893357652
400030,404585,0.320662011016253
400030,404586,0.31991550209943304
400030,404640,0.1863464225903238
400030,404753,0.9951477670982344
400030,404759,0.9935079312781551
400030,405613,0.2647809567117484
400030,405619,0.4479027458537058
400030,405701,0.7830981162959728
400030,407150,0.5417236440531924
400030,407151,0.5965248070809048
400030,407152,0.635448482887371
400030,407153,0.7676566887859946
400030,407155,0.7928581348247299
400030,407157,0.7957527353880616
400030,407161,0.70076856122794
400030,407165,0.7258534823490553
400030,407172,0.7396405652254587
400030,407173,0.7378797800773166
400030,407174,0.7495522416439021
400030,407176,0.7095573772777911
400030,407177,0.7169368531554194
400030,407179,0.7469694819754691
400030,407180,0.7668224490901965
400030,407181,0.7881334626135136
400030,407184,0.5413071923709113
400030,407185,0.5959964932642388
400030,407186,0.7940945423387875
400030,407187,0.7955675263399001
400030,407190,0.6634334696450692
400030,407191,0.7004583983569983
400030,407194,0.7276656291833078
400030,407200,0.7677999261601821
400030,407202,0.7205608165061922
400030,407204,0.740168707798565
400030,407206,0.7692398457003934
400030,407207,0.7901139694639027
400030,407321,0.1579371427935112
400030,407323,0.10812374224892268
400030,407325,0.12081734110447555
400030,407328,0.12680704117189517
400030,407331,0.15415863026557228
400030,407335,0.12939904197183785
400030,407336,0.14851370062584046
400030,407337,0.1547563340465145
400030,407339,0.15665980613659758
400030,407341,0.15567868598174442
400030,407342,0.12550016087722762
400030,407344,0.16378290145455127
400030,407348,0.11947789687730624
400030,407352,0.12605989244528368
400030,407360,0.12850927447234606
400030,407361,0.1474388394217419
400030,407364,0.15577237623621848
400030,407367,0.1244902172393475
400030,407370,0.15728549698789748
400030,407372,0.1548388681162287
400030,407373,0.15101957360644955
400030,407374,0.10953430380554108
400030,407710,0.7441032910308817
400030,407711,0.7309409724910672
400030,408907,0.7699360895902847
400030,408911,0.7910187906201946
400030,409524,0.9860637910502013
400030,409525,0.9891879803504603
400030,409526,0.9752910805457075
400030,409528,0.9893975766842742
400030,409529,0.9756762278061105
400030,413026,0.6170236177704618
400030,413845,0.5873813888305854
400030,413877,0.8374876644935024
400030,413878,0.8421101636665612
400030,414284,0.8451477629583392
400030,414694,0.7838401914724209
400040,400001,0.5207663130650283
400040,400017,0.535768166563889
400040,400030,0.5510127751893703
400040,400040,1.0
400040,400045,0.5243060828799347
400040,400052,0.8269361514474607
400040,400057,0.6045930448413682
400040,400059,0.7129347942104076
400040,400065,0.9025978962781732
400040,400069,0.15394353203044248
400040,400073,0.4882623177760461
400040,400084,0.1909992281230295
400040,400085,0.8255535777041136
400040,400088,0.1489743501243646
400040,400097,0.22064001777036887
400040,400100,0.7129024929156171
400040,400109,0.5551807461324303
400040,400122,0.5025636926782677
400040,400147,0.6080726235750871
400040,400148,0.6950014011344148
400040,400158,0.10197001436177087
400040,400160,0.6939185531795994
400040,400172,0.3121476631778308
400040,400178,0.9537756012800461
400040,400185,0.12913496153724707
400040,400206,0.21389852937174886
400040,400213,0.4273707958787942
400040,400221,0.7198617309357791
400040,400222,0.24594518105051685
400040,400227,0.2936210722534666
400040,400236,0.8670820654990471
400040,400238,0.1571239940696202
400040,400240,0.5078718909505433
400040,400246,0.1463908970373395
400040,400253,0.6056664474971688
400040,400257,0.9985735759620213
400040,400258,0.9457502047465515
400040,400268,0.8116920476709897
400040,400278,0.5787810768284471
400040,400280,0.8597186920315696
400040,400292,0.4392897765995062
400040,400296,0.10174095482642885
400040,400298,0.7199738876459176
400040,400336,0.6183952354204436
400040,400343,0.5966723245168905
400040,400353,0.19059152515748412
400040,400372,0.16560513529558538
400040,400394,0.5145343055396813
400040,400400,0.7367791812444021
400040,400414,0.40068552663677526
400040,400418,0.9986697121087017
400040,400429,0.3006748365443234
400040,400436,0.609755619388063
400040,400440,0.6496542733073267
400040,400457,0.95324899140736
400040,400461,0.8169844495767387
400040,400464,0.45381115838088537
400040,400479,0.5304538368101211
400040,400485,0.5176371798538829
400040,400499,0.1765044291789613
400040,400507,0.14614086045578928
400040,400508,0.5973572846431219
400040,400514,0.602549719862755
400040,400519,0.7962411562561642
400040,400560,0.23980729779383503
400040,400563,0.866129300464234
400040,400582,0.24473496376522944
400040,400586,0.2994416406640591
400040,400637,0.8043606474154842
400040,400643,0.10081117398038436
400040,400648,0.12827279130748098
400040,400649,0.4508467671549996
400040,400654,0.9991250667783754
400040,400664,0.9891247255876336
400040,400665,0.7322995426353746
400040,400668,0.6372421746122429
400040,400673,0.18424016286786415
400040,400688,0.429172302609656
400040,400690,0.8215292291849605
400040,400700,0.590830223932037
400040,400709,0.6075052605736784
400040,400713,0.5926006936105134
400040,400714,0.5685440340769871
400040,400715,0.4891031599195202
400040,400717,0.6932232272562161
400040,400723,0.6018531168326346
400040,400750,0.7149007750185601
